id	rep	cite	OTName	OTUnit
350	42	3	Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100–111. doi:10.1016/S0380-1330(82)71948-3	net photosynthesis specific growth rate	micro (day^-1)
357	43	3	Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100–111. doi:10.1016/S0380-1330(82)71948-3	respiration / specific growth rate	micro (day^-1)
358	43	3	Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100–111. doi:10.1016/S0380-1330(82)71948-3	respiration / specific growth rate	micro (day^-1)
365	44	3	Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100–111. doi:10.1016/S0380-1330(82)71948-3	gross photosynthesis / specific growth rate	micro (day^-1)
366	44	3	Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100–111. doi:10.1016/S0380-1330(82)71948-3	gross photosynthesis / specific growth rate	micro (day^-1)
373	45	3	Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100–111. doi:10.1016/S0380-1330(82)71948-3	net photosynthesis specific growth rate	micro (day^-1)
374	45	3	Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100–111. doi:10.1016/S0380-1330(82)71948-3	net photosynthesis specific growth rate	micro (day^-1)
381	46	3	Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100–111. doi:10.1016/S0380-1330(82)71948-3	respiration / specific growth rate	micro (day^-1)
382	46	3	Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100–111. doi:10.1016/S0380-1330(82)71948-3	respiration / specific growth rate	micro (day^-1)
389	47	3	Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100–111. doi:10.1016/S0380-1330(82)71948-3	gross photosynthesis / specific growth rate	micro (day^-1)
390	47	3	Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100–111. doi:10.1016/S0380-1330(82)71948-3	gross photosynthesis / specific growth rate	micro (day^-1)
397	48	3	Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100–111. doi:10.1016/S0380-1330(82)71948-3	net photosynthesis specific growth rate	micro (day^-1)
398	48	3	Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100–111. doi:10.1016/S0380-1330(82)71948-3	net photosynthesis specific growth rate	micro (day^-1)
405	49	3	Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100–111. doi:10.1016/S0380-1330(82)71948-3	respiration / specific growth rate	micro (day^-1)
406	49	3	Graham, J. M., Auer, M. T., Canale, R. P., & Hoffmann, J. P. (1982). Ecological Studies and Mathematical Modeling of Cladophora in Lake Huron: 4. Photosynthesis and Respiration as Functions of Light and Temperature. Journal of Great Lakes Research, 8(1), 100–111. doi:10.1016/S0380-1330(82)71948-3	respiration / specific growth rate	micro (day^-1)
413	50	sub	Neilson, R., Ludlow, M., & Jarvis, P. (1972). Photosynthesis in sitka spruce (Picea sitchensis (Bong.) Carr.). II. Response to temperature. Journal of Applied Ecology, 9(3), 721–745. Retrieved from http://www.jstor.org/stable/2401900	net photosynthesis	% of maximum
414	50	sub	Neilson, R., Ludlow, M., & Jarvis, P. (1972). Photosynthesis in sitka spruce (Picea sitchensis (Bong.) Carr.). II. Response to temperature. Journal of Applied Ecology, 9(3), 721–745. Retrieved from http://www.jstor.org/stable/2401900	net photosynthesis	% of maximum
418	51	sub	Neilson, R., Ludlow, M., & Jarvis, P. (1972). Photosynthesis in sitka spruce (Picea sitchensis (Bong.) Carr.). II. Response to temperature. Journal of Applied Ecology, 9(3), 721–745. Retrieved from http://www.jstor.org/stable/2401900	net photosynthesis	% of maximum
419	51	sub	Neilson, R., Ludlow, M., & Jarvis, P. (1972). Photosynthesis in sitka spruce (Picea sitchensis (Bong.) Carr.). II. Response to temperature. Journal of Applied Ecology, 9(3), 721–745. Retrieved from http://www.jstor.org/stable/2401900	net photosynthesis	% of maximum
423	52	sub	Neilson, R., Ludlow, M., & Jarvis, P. (1972). Photosynthesis in sitka spruce (Picea sitchensis (Bong.) Carr.). II. Response to temperature. Journal of Applied Ecology, 9(3), 721–745. Retrieved from http://www.jstor.org/stable/2401900	net photosynthesis	% of maximum
424	52	sub	Neilson, R., Ludlow, M., & Jarvis, P. (1972). Photosynthesis in sitka spruce (Picea sitchensis (Bong.) Carr.). II. Response to temperature. Journal of Applied Ecology, 9(3), 721–745. Retrieved from http://www.jstor.org/stable/2401900	net photosynthesis	% of maximum
428	53	sub	Neilson, R., Ludlow, M., & Jarvis, P. (1972). Photosynthesis in sitka spruce (Picea sitchensis (Bong.) Carr.). II. Response to temperature. Journal of Applied Ecology, 9(3), 721–745. Retrieved from http://www.jstor.org/stable/2401900	net photosynthesis	mg co2 dm^-2 h^-1
429	53	sub	Neilson, R., Ludlow, M., & Jarvis, P. (1972). Photosynthesis in sitka spruce (Picea sitchensis (Bong.) Carr.). II. Response to temperature. Journal of Applied Ecology, 9(3), 721–745. Retrieved from http://www.jstor.org/stable/2401900	net photosynthesis	mg co2 dm^-2 h^-1
434	54	sub	Neilson, R., Ludlow, M., & Jarvis, P. (1972). Photosynthesis in sitka spruce (Picea sitchensis (Bong.) Carr.). II. Response to temperature. Journal of Applied Ecology, 9(3), 721–745. Retrieved from http://www.jstor.org/stable/2401900	net photosynthesis	mg co2 dm^-2 h^-1
435	54	sub	Neilson, R., Ludlow, M., & Jarvis, P. (1972). Photosynthesis in sitka spruce (Picea sitchensis (Bong.) Carr.). II. Response to temperature. Journal of Applied Ecology, 9(3), 721–745. Retrieved from http://www.jstor.org/stable/2401900	net photosynthesis	mg co2 dm^-2 h^-1
440	55	sub	Neilson, R., Ludlow, M., & Jarvis, P. (1972). Photosynthesis in sitka spruce (Picea sitchensis (Bong.) Carr.). II. Response to temperature. Journal of Applied Ecology, 9(3), 721–745. Retrieved from http://www.jstor.org/stable/2401900	net photosynthesis	mg co2 dm^-2 h^-1
441	55	sub	Neilson, R., Ludlow, M., & Jarvis, P. (1972). Photosynthesis in sitka spruce (Picea sitchensis (Bong.) Carr.). II. Response to temperature. Journal of Applied Ecology, 9(3), 721–745. Retrieved from http://www.jstor.org/stable/2401900	net photosynthesis	mg co2 dm^-2 h^-1
446	56	sub	Neilson, R., Ludlow, M., & Jarvis, P. (1972). Photosynthesis in sitka spruce (Picea sitchensis (Bong.) Carr.). II. Response to temperature. Journal of Applied Ecology, 9(3), 721–745. Retrieved from http://www.jstor.org/stable/2401900	net photosynthesis	mg co2 dm^-2 h^-1
447	56	sub	Neilson, R., Ludlow, M., & Jarvis, P. (1972). Photosynthesis in sitka spruce (Picea sitchensis (Bong.) Carr.). II. Response to temperature. Journal of Applied Ecology, 9(3), 721–745. Retrieved from http://www.jstor.org/stable/2401900	net photosynthesis	mg co2 dm^-2 h^-1
452	57	sub	Neilson, R., Ludlow, M., & Jarvis, P. (1972). Photosynthesis in sitka spruce (Picea sitchensis (Bong.) Carr.). II. Response to temperature. Journal of Applied Ecology, 9(3), 721–745. Retrieved from http://www.jstor.org/stable/2401900	net photosynthesis	mg co2 dm^-2 h^-1
453	57	sub	Neilson, R., Ludlow, M., & Jarvis, P. (1972). Photosynthesis in sitka spruce (Picea sitchensis (Bong.) Carr.). II. Response to temperature. Journal of Applied Ecology, 9(3), 721–745. Retrieved from http://www.jstor.org/stable/2401900	net photosynthesis	mg co2 dm^-2 h^-1
458	58	sub	Neilson, R., Ludlow, M., & Jarvis, P. (1972). Photosynthesis in sitka spruce (Picea sitchensis (Bong.) Carr.). II. Response to temperature. Journal of Applied Ecology, 9(3), 721–745. Retrieved from http://www.jstor.org/stable/2401900	net photosynthesis	mg co2 dm^-2 h^-1
459	58	sub	Neilson, R., Ludlow, M., & Jarvis, P. (1972). Photosynthesis in sitka spruce (Picea sitchensis (Bong.) Carr.). II. Response to temperature. Journal of Applied Ecology, 9(3), 721–745. Retrieved from http://www.jstor.org/stable/2401900	net photosynthesis	mg co2 dm^-2 h^-1
465	59	sub	Neilson, R., Ludlow, M., & Jarvis, P. (1972). Photosynthesis in sitka spruce (Picea sitchensis (Bong.) Carr.). II. Response to temperature. Journal of Applied Ecology, 9(3), 721–745. Retrieved from http://www.jstor.org/stable/2401900	net photosynthesis	mg co2 dm^-2 h^-1
466	59	sub	Neilson, R., Ludlow, M., & Jarvis, P. (1972). Photosynthesis in sitka spruce (Picea sitchensis (Bong.) Carr.). II. Response to temperature. Journal of Applied Ecology, 9(3), 721–745. Retrieved from http://www.jstor.org/stable/2401900	net photosynthesis	mg co2 dm^-2 h^-1
472	60	sub	Neilson, R., Ludlow, M., & Jarvis, P. (1972). Photosynthesis in sitka spruce (Picea sitchensis (Bong.) Carr.). II. Response to temperature. Journal of Applied Ecology, 9(3), 721–745. Retrieved from http://www.jstor.org/stable/2401900	net photosynthesis	mg co2 dm^-2 h^-1
473	60	sub	Neilson, R., Ludlow, M., & Jarvis, P. (1972). Photosynthesis in sitka spruce (Picea sitchensis (Bong.) Carr.). II. Response to temperature. Journal of Applied Ecology, 9(3), 721–745. Retrieved from http://www.jstor.org/stable/2401900	net photosynthesis	mg co2 dm^-2 h^-1
481	61	sub	Neilson, R., Ludlow, M., & Jarvis, P. (1972). Photosynthesis in sitka spruce (Picea sitchensis (Bong.) Carr.). II. Response to temperature. Journal of Applied Ecology, 9(3), 721–745. Retrieved from http://www.jstor.org/stable/2401900	net photosynthesis	mg co2 dm^-2 h^-1
482	61	sub	Neilson, R., Ludlow, M., & Jarvis, P. (1972). Photosynthesis in sitka spruce (Picea sitchensis (Bong.) Carr.). II. Response to temperature. Journal of Applied Ecology, 9(3), 721–745. Retrieved from http://www.jstor.org/stable/2401900	net photosynthesis	mg co2 dm^-2 h^-1
486	62	sub	Neilson, R., Ludlow, M., & Jarvis, P. (1972). Photosynthesis in sitka spruce (Picea sitchensis (Bong.) Carr.). II. Response to temperature. Journal of Applied Ecology, 9(3), 721–745. Retrieved from http://www.jstor.org/stable/2401900	net photosynthesis	mg co2 dm^-2 h^-1
487	62	sub	Neilson, R., Ludlow, M., & Jarvis, P. (1972). Photosynthesis in sitka spruce (Picea sitchensis (Bong.) Carr.). II. Response to temperature. Journal of Applied Ecology, 9(3), 721–745. Retrieved from http://www.jstor.org/stable/2401900	net photosynthesis	mg co2 dm^-2 h^-1
492	63	sub	Neilson, R., Ludlow, M., & Jarvis, P. (1972). Photosynthesis in sitka spruce (Picea sitchensis (Bong.) Carr.). II. Response to temperature. Journal of Applied Ecology, 9(3), 721–745. Retrieved from http://www.jstor.org/stable/2401900	net photosynthesis	mg co2 dm^-2 h^-1
493	63	sub	Neilson, R., Ludlow, M., & Jarvis, P. (1972). Photosynthesis in sitka spruce (Picea sitchensis (Bong.) Carr.). II. Response to temperature. Journal of Applied Ecology, 9(3), 721–745. Retrieved from http://www.jstor.org/stable/2401900	net photosynthesis	mg co2 dm^-2 h^-1
497	64	sub	Neilson, R., Ludlow, M., & Jarvis, P. (1972). Photosynthesis in sitka spruce (Picea sitchensis (Bong.) Carr.). II. Response to temperature. Journal of Applied Ecology, 9(3), 721–745. Retrieved from http://www.jstor.org/stable/2401900	net photosynthesis	mg co2 dm^-2 h^-1
498	64	sub	Neilson, R., Ludlow, M., & Jarvis, P. (1972). Photosynthesis in sitka spruce (Picea sitchensis (Bong.) Carr.). II. Response to temperature. Journal of Applied Ecology, 9(3), 721–745. Retrieved from http://www.jstor.org/stable/2401900	net photosynthesis	mg co2 dm^-2 h^-1
503	65	sub	Neilson, R., Ludlow, M., & Jarvis, P. (1972). Photosynthesis in sitka spruce (Picea sitchensis (Bong.) Carr.). II. Response to temperature. Journal of Applied Ecology, 9(3), 721–745. Retrieved from http://www.jstor.org/stable/2401900	net photosynthesis	mg co2 dm^-2 h^-1
504	65	sub	Neilson, R., Ludlow, M., & Jarvis, P. (1972). Photosynthesis in sitka spruce (Picea sitchensis (Bong.) Carr.). II. Response to temperature. Journal of Applied Ecology, 9(3), 721–745. Retrieved from http://www.jstor.org/stable/2401900	net photosynthesis	mg co2 dm^-2 h^-1
511	66	sub	Neilson, R., Ludlow, M., & Jarvis, P. (1972). Photosynthesis in sitka spruce (Picea sitchensis (Bong.) Carr.). II. Response to temperature. Journal of Applied Ecology, 9(3), 721–745. Retrieved from http://www.jstor.org/stable/2401900	net photosynthesis	mg co2 dm^-2 h^-1
512	66	sub	Neilson, R., Ludlow, M., & Jarvis, P. (1972). Photosynthesis in sitka spruce (Picea sitchensis (Bong.) Carr.). II. Response to temperature. Journal of Applied Ecology, 9(3), 721–745. Retrieved from http://www.jstor.org/stable/2401900	net photosynthesis	mg co2 dm^-2 h^-1
517	67	sub	Neilson, R., Ludlow, M., & Jarvis, P. (1972). Photosynthesis in sitka spruce (Picea sitchensis (Bong.) Carr.). II. Response to temperature. Journal of Applied Ecology, 9(3), 721–745. Retrieved from http://www.jstor.org/stable/2401900	net photosynthesis	mg co2 dm^-2 h^-1
518	67	sub	Neilson, R., Ludlow, M., & Jarvis, P. (1972). Photosynthesis in sitka spruce (Picea sitchensis (Bong.) Carr.). II. Response to temperature. Journal of Applied Ecology, 9(3), 721–745. Retrieved from http://www.jstor.org/stable/2401900	net photosynthesis	mg co2 dm^-2 h^-1
522	68	sub	Neilson, R., Ludlow, M., & Jarvis, P. (1972). Photosynthesis in sitka spruce (Picea sitchensis (Bong.) Carr.). II. Response to temperature. Journal of Applied Ecology, 9(3), 721–745. Retrieved from http://www.jstor.org/stable/2401900	net photosynthesis	mg co2 dm^-2 h^-1
523	68	sub	Neilson, R., Ludlow, M., & Jarvis, P. (1972). Photosynthesis in sitka spruce (Picea sitchensis (Bong.) Carr.). II. Response to temperature. Journal of Applied Ecology, 9(3), 721–745. Retrieved from http://www.jstor.org/stable/2401900	net photosynthesis	mg co2 dm^-2 h^-1
528	69	sub	Neilson, R., Ludlow, M., & Jarvis, P. (1972). Photosynthesis in sitka spruce (Picea sitchensis (Bong.) Carr.). II. Response to temperature. Journal of Applied Ecology, 9(3), 721–745. Retrieved from http://www.jstor.org/stable/2401900	net photosynthesis	mg co2 dm^-2 h^-1
529	69	sub	Neilson, R., Ludlow, M., & Jarvis, P. (1972). Photosynthesis in sitka spruce (Picea sitchensis (Bong.) Carr.). II. Response to temperature. Journal of Applied Ecology, 9(3), 721–745. Retrieved from http://www.jstor.org/stable/2401900	net photosynthesis	mg co2 dm^-2 h^-1
534	70	sub	Neilson, R., Ludlow, M., & Jarvis, P. (1972). Photosynthesis in sitka spruce (Picea sitchensis (Bong.) Carr.). II. Response to temperature. Journal of Applied Ecology, 9(3), 721–745. Retrieved from http://www.jstor.org/stable/2401900	net photosynthesis	mg co2 dm^-2 h^-1
