id	cite	CTaxa	RTaxa	RDenUnit
1522	39977	Winkler H. and C. Orellana. 1992. Functional responses of five cyprinid species to planktonic prey. Environmental Biology of Fishes 33:53-62.	Chalcalburnus chalcoides (Gldenstdt 1772)	Cyclops spp.	individuals per Liter
1528	39978	Winkler H. and C. Orellana. 1992. Functional responses of five cyprinid species to planktonic prey. Environmental Biology of Fishes 33:53-62.	Chalcalburnus chalcoides (Gldenstdt 1772)	Daphnia hyalina Linnaeus	individuals per Liter
1529	39978	Winkler H. and C. Orellana. 1992. Functional responses of five cyprinid species to planktonic prey. Environmental Biology of Fishes 33:53-62.	Chalcalburnus chalcoides (Gldenstdt 1772)	Daphnia hyalina Linnaeus	individuals per Liter
1535	39979	Winkler H. and C. Orellana. 1992. Functional responses of five cyprinid species to planktonic prey. Environmental Biology of Fishes 33:53-62.	Chalcalburnus chalcoides (Gldenstdt 1772)	Leptodora kindtii (Focke 1844)	individuals per Liter
1536	39979	Winkler H. and C. Orellana. 1992. Functional responses of five cyprinid species to planktonic prey. Environmental Biology of Fishes 33:53-62.	Chalcalburnus chalcoides (Gldenstdt 1772)	Leptodora kindtii (Focke 1844)	individuals per Liter
1541	39980	Winkler H. and C. Orellana. 1992. Functional responses of five cyprinid species to planktonic prey. Environmental Biology of Fishes 33:53-62.	Chalcalburnus chalcoides (Gldenstdt 1772)	Bythotrephes longimanus (Leydig 1860)	individuals per Liter
1542	39980	Winkler H. and C. Orellana. 1992. Functional responses of five cyprinid species to planktonic prey. Environmental Biology of Fishes 33:53-62.	Chalcalburnus chalcoides (Gldenstdt 1772)	Bythotrephes longimanus (Leydig 1860)	individuals per Liter
1547	39981	Fryxell J. M. and C. M. Doucet. 1993. DIET CHOICE AND THE FUNCTIONAL-RESPONSE OF BEAVERS. Ecology 74:1297-1306.	Castor canadensis Kuhl 1820	Populus tremuloides Michx.	individuals per .15 ha
1548	39981	Fryxell J. M. and C. M. Doucet. 1993. DIET CHOICE AND THE FUNCTIONAL-RESPONSE OF BEAVERS. Ecology 74:1297-1306.	Castor canadensis Kuhl 1820	Populus tremuloides Michx.	individuals per .15 ha
1553	39982	Hansen B. 1993. ASPECTS OF FEEDING GROWTH AND STAGE DEVELOPMENT BY TROCHOPHORA LARVAE OF THE BOREAL POLYCHAETE MEDIOMASTUS-FRAGILE (RASMUSSEN) (CAPITELLIDAE). Journal of Experimental Marine Biology and Ecology 166:273-288.	Mediomastus fragile Rasmussen 1973	Isochrysis galbana Parke	microgram (Carbon) per liter
1554	39982	Hansen B. 1993. ASPECTS OF FEEDING GROWTH AND STAGE DEVELOPMENT BY TROCHOPHORA LARVAE OF THE BOREAL POLYCHAETE MEDIOMASTUS-FRAGILE (RASMUSSEN) (CAPITELLIDAE). Journal of Experimental Marine Biology and Ecology 166:273-288.	Mediomastus fragile Rasmussen 1973	Isochrysis galbana Parke	microgram (Carbon) per liter
1562	39983	Dale B. W. L. G. Adams and R. T. Bowyer. 1994. FUNCTIONAL-RESPONSE OF WOLVES PREYING ON BARREN-GROUND CARIBOU IN A MULTIPLE-PREY ECOSYSTEM. Journal of Animal Ecology 63:644-652.	Canis lupus Linnaeus 1758	Rangifer tarandus (Linnaeus 1758)	individuals per square km
1563	39983	Dale B. W. L. G. Adams and R. T. Bowyer. 1994. FUNCTIONAL-RESPONSE OF WOLVES PREYING ON BARREN-GROUND CARIBOU IN A MULTIPLE-PREY ECOSYSTEM. Journal of Animal Ecology 63:644-652.	Canis lupus Linnaeus 1758	Rangifer tarandus (Linnaeus 1758)	individuals per square km
1573	39984	Fan Y. Q. and F. L. Petitt. 1994. FUNCTIONAL-RESPONSE OF NEOSEIULUS-BARKERI HUGHES ON 2-SPOTTED SPIDER-MITE (ACARI TETRANYCHIDAE). Experimental & Applied Acarology 18:613-621.	Neoseiulus barkeri Hughes 1948	Tetranychus urticae Koch 1836	Individuals per arena
1574	39984	Fan Y. Q. and F. L. Petitt. 1994. FUNCTIONAL-RESPONSE OF NEOSEIULUS-BARKERI HUGHES ON 2-SPOTTED SPIDER-MITE (ACARI TETRANYCHIDAE). Experimental & Applied Acarology 18:613-621.	Neoseiulus barkeri Hughes 1948	Tetranychus urticae Koch 1836	Individuals per arena
1579	39985	Fan Y. Q. and F. L. Petitt. 1994. FUNCTIONAL-RESPONSE OF NEOSEIULUS-BARKERI HUGHES ON 2-SPOTTED SPIDER-MITE (ACARI TETRANYCHIDAE). Experimental & Applied Acarology 18:613-621.	Neoseiulus barkeri Hughes 1948	Tetranychus urticae Koch 1836	Individuals per arena
1580	39985	Fan Y. Q. and F. L. Petitt. 1994. FUNCTIONAL-RESPONSE OF NEOSEIULUS-BARKERI HUGHES ON 2-SPOTTED SPIDER-MITE (ACARI TETRANYCHIDAE). Experimental & Applied Acarology 18:613-621.	Neoseiulus barkeri Hughes 1948	Tetranychus urticae Koch 1836	Individuals per arena
1583	39986	Fan Y. Q. and F. L. Petitt. 1994. FUNCTIONAL-RESPONSE OF NEOSEIULUS-BARKERI HUGHES ON 2-SPOTTED SPIDER-MITE (ACARI TETRANYCHIDAE). Experimental & Applied Acarology 18:613-621.	Neoseiulus barkeri Hughes 1948	Tetranychus urticae Koch 1836	Individuals per arena
1584	39986	Fan Y. Q. and F. L. Petitt. 1994. FUNCTIONAL-RESPONSE OF NEOSEIULUS-BARKERI HUGHES ON 2-SPOTTED SPIDER-MITE (ACARI TETRANYCHIDAE). Experimental & Applied Acarology 18:613-621.	Neoseiulus barkeri Hughes 1948	Tetranychus urticae Koch 1836	Individuals per arena
1587	39987	Gallager S. M. J. B. Waterbury and D. K. Stoecker. 1994. EFFICIENT GRAZING AND UTILIZATION OF THE MARINE CYANOBACTERIUM SYNECHOCOCCUS SP BY LARVAE OF THE BIVALVE MERCENARIA-MERCENARIA. Marine Biology 119:251-259.	Mercenaria mercenaria (Linnaeus 1758)	Isochrysis galbana Parke	Individuals per ml
1588	39987	Gallager S. M. J. B. Waterbury and D. K. Stoecker. 1994. EFFICIENT GRAZING AND UTILIZATION OF THE MARINE CYANOBACTERIUM SYNECHOCOCCUS SP BY LARVAE OF THE BIVALVE MERCENARIA-MERCENARIA. Marine Biology 119:251-259.	Mercenaria mercenaria (Linnaeus 1758)	Isochrysis galbana Parke	Individuals per ml
1605	39988	Gallager S. M. J. B. Waterbury and D. K. Stoecker. 1994. EFFICIENT GRAZING AND UTILIZATION OF THE MARINE CYANOBACTERIUM SYNECHOCOCCUS SP BY LARVAE OF THE BIVALVE MERCENARIA-MERCENARIA. Marine Biology 119:251-259.	Mercenaria mercenaria (Linnaeus 1758)	Synechococcus spp.	Individuals per ml
1606	39988	Gallager S. M. J. B. Waterbury and D. K. Stoecker. 1994. EFFICIENT GRAZING AND UTILIZATION OF THE MARINE CYANOBACTERIUM SYNECHOCOCCUS SP BY LARVAE OF THE BIVALVE MERCENARIA-MERCENARIA. Marine Biology 119:251-259.	Mercenaria mercenaria (Linnaeus 1758)	Synechococcus spp.	Individuals per ml
1626	39989	Parajulee M. N. T. W. Phillips and D. B. Hogg. 1994. FUNCTIONAL-RESPONSE OF LYCTOCORIS-CAMPESTRIS (F) ADULTS - EFFECTS OF PREDATOR SEX PREY SPECIES AND EXPERIMENTAL HABITAT. Biological Control 4:80-87.	Lyctocoris campestris (Fabricius 1794)	Plodia interpunctella (Hbner[1813])	Individuals per arena
1627	39989	Parajulee M. N. T. W. Phillips and D. B. Hogg. 1994. FUNCTIONAL-RESPONSE OF LYCTOCORIS-CAMPESTRIS (F) ADULTS - EFFECTS OF PREDATOR SEX PREY SPECIES AND EXPERIMENTAL HABITAT. Biological Control 4:80-87.	Lyctocoris campestris (Fabricius 1794)	Plodia interpunctella (Hbner[1813])	Individuals per arena
1634	39990	Parajulee M. N. T. W. Phillips and D. B. Hogg. 1994. FUNCTIONAL-RESPONSE OF LYCTOCORIS-CAMPESTRIS (F) ADULTS - EFFECTS OF PREDATOR SEX PREY SPECIES AND EXPERIMENTAL HABITAT. Biological Control 4:80-87.	Lyctocoris campestris (Fabricius 1794)	Oryzaephilus surinamensis (Linnaeus 1758)	Individuals per arena
1635	39990	Parajulee M. N. T. W. Phillips and D. B. Hogg. 1994. FUNCTIONAL-RESPONSE OF LYCTOCORIS-CAMPESTRIS (F) ADULTS - EFFECTS OF PREDATOR SEX PREY SPECIES AND EXPERIMENTAL HABITAT. Biological Control 4:80-87.	Lyctocoris campestris (Fabricius 1794)	Oryzaephilus surinamensis (Linnaeus 1758)	Individuals per arena
1642	39991	Parajulee M. N. T. W. Phillips and D. B. Hogg. 1994. FUNCTIONAL-RESPONSE OF LYCTOCORIS-CAMPESTRIS (F) ADULTS - EFFECTS OF PREDATOR SEX PREY SPECIES AND EXPERIMENTAL HABITAT. Biological Control 4:80-87.	Lyctocoris campestris (Fabricius 1794)	Tribolium castaneum (Herbst 1797)	Individuals per arena
1643	39991	Parajulee M. N. T. W. Phillips and D. B. Hogg. 1994. FUNCTIONAL-RESPONSE OF LYCTOCORIS-CAMPESTRIS (F) ADULTS - EFFECTS OF PREDATOR SEX PREY SPECIES AND EXPERIMENTAL HABITAT. Biological Control 4:80-87.	Lyctocoris campestris (Fabricius 1794)	Tribolium castaneum (Herbst 1797)	Individuals per arena
1650	39992	Pilditch C. A. and S. McClatchie. 1994. QUANTITATIVE-ANALYSIS OF CARNIVORY IN THE KRILL NYCTIPHANES-AUSTRALIS WITH AN EXAMINATION OF THE EFFECT OF NONPREFERRED PHYTOPLANKTON ALTERNATIVE PREY. Marine Ecology-Progress Series 107:41-53.	Nyctiphanes australis Sars 1883	Chaetoceros gracilis Pantocsek	microgram (chlorophyll a weight) per liter
1651	39992	Pilditch C. A. and S. McClatchie. 1994. QUANTITATIVE-ANALYSIS OF CARNIVORY IN THE KRILL NYCTIPHANES-AUSTRALIS WITH AN EXAMINATION OF THE EFFECT OF NONPREFERRED PHYTOPLANKTON ALTERNATIVE PREY. Marine Ecology-Progress Series 107:41-53.	Nyctiphanes australis Sars 1883	Chaetoceros gracilis Pantocsek	microgram (chlorophyll a weight) per liter
1659	39993	Pilditch C. A. and S. McClatchie. 1994. QUANTITATIVE-ANALYSIS OF CARNIVORY IN THE KRILL NYCTIPHANES-AUSTRALIS WITH AN EXAMINATION OF THE EFFECT OF NONPREFERRED PHYTOPLANKTON ALTERNATIVE PREY. Marine Ecology-Progress Series 107:41-53.	Nyctiphanes australis Sars 1883	Acartia spp.	Individuals per liter
1660	39993	Pilditch C. A. and S. McClatchie. 1994. QUANTITATIVE-ANALYSIS OF CARNIVORY IN THE KRILL NYCTIPHANES-AUSTRALIS WITH AN EXAMINATION OF THE EFFECT OF NONPREFERRED PHYTOPLANKTON ALTERNATIVE PREY. Marine Ecology-Progress Series 107:41-53.	Nyctiphanes australis Sars 1883	Acartia spp.	Individuals per liter
1665	39994	Uye S. and Y. Kayano. 1994. PREDATORY FEEDING-BEHAVIOR OF TORTANUS (COPEPODA CALANOIDA) - LIFE-STAGE DIFFERENCES AND THE PREDATION IMPACT ON SMALL PLANKTONIC CRUSTACEANS. Journal of Crustacean Biology 14:473-483.	Tortanus forcipatus (Giesbrecht 1889)	Oithona davisae Ferrari & Orsi 1984	Individuals per liter
1666	39994	Uye S. and Y. Kayano. 1994. PREDATORY FEEDING-BEHAVIOR OF TORTANUS (COPEPODA CALANOIDA) - LIFE-STAGE DIFFERENCES AND THE PREDATION IMPACT ON SMALL PLANKTONIC CRUSTACEANS. Journal of Crustacean Biology 14:473-483.	Tortanus forcipatus (Giesbrecht 1889)	Oithona davisae Ferrari & Orsi 1984	Individuals per liter
1673	39995	Uye S. and Y. Kayano. 1994. PREDATORY FEEDING-BEHAVIOR OF TORTANUS (COPEPODA CALANOIDA) - LIFE-STAGE DIFFERENCES AND THE PREDATION IMPACT ON SMALL PLANKTONIC CRUSTACEANS. Journal of Crustacean Biology 14:473-483.	Tortanus forcipatus (Giesbrecht 1889)	Oithona davisae Ferrari & Orsi 1984	Individuals per liter
1674	39995	Uye S. and Y. Kayano. 1994. PREDATORY FEEDING-BEHAVIOR OF TORTANUS (COPEPODA CALANOIDA) - LIFE-STAGE DIFFERENCES AND THE PREDATION IMPACT ON SMALL PLANKTONIC CRUSTACEANS. Journal of Crustacean Biology 14:473-483.	Tortanus forcipatus (Giesbrecht 1889)	Oithona davisae Ferrari & Orsi 1984	Individuals per liter
1681	39996	Uye S. and Y. Kayano. 1994. PREDATORY FEEDING-BEHAVIOR OF TORTANUS (COPEPODA CALANOIDA) - LIFE-STAGE DIFFERENCES AND THE PREDATION IMPACT ON SMALL PLANKTONIC CRUSTACEANS. Journal of Crustacean Biology 14:473-483.	Tortanus forcipatus (Giesbrecht 1889)	Oithona davisae Ferrari & Orsi 1984	Individuals per liter
1682	39996	Uye S. and Y. Kayano. 1994. PREDATORY FEEDING-BEHAVIOR OF TORTANUS (COPEPODA CALANOIDA) - LIFE-STAGE DIFFERENCES AND THE PREDATION IMPACT ON SMALL PLANKTONIC CRUSTACEANS. Journal of Crustacean Biology 14:473-483.	Tortanus forcipatus (Giesbrecht 1889)	Oithona davisae Ferrari & Orsi 1984	Individuals per liter
1689	39997	Uye S. and Y. Kayano. 1994. PREDATORY FEEDING-BEHAVIOR OF TORTANUS (COPEPODA CALANOIDA) - LIFE-STAGE DIFFERENCES AND THE PREDATION IMPACT ON SMALL PLANKTONIC CRUSTACEANS. Journal of Crustacean Biology 14:473-483.	Tortanus forcipatus (Giesbrecht 1889)	Oithona davisae Ferrari & Orsi 1984	Individuals per liter
1690	39997	Uye S. and Y. Kayano. 1994. PREDATORY FEEDING-BEHAVIOR OF TORTANUS (COPEPODA CALANOIDA) - LIFE-STAGE DIFFERENCES AND THE PREDATION IMPACT ON SMALL PLANKTONIC CRUSTACEANS. Journal of Crustacean Biology 14:473-483.	Tortanus forcipatus (Giesbrecht 1889)	Oithona davisae Ferrari & Orsi 1984	Individuals per liter
1697	39998	Dierckens K. R. S. S. S. Sarma J. Mertens and H. J. Dumont. 1995. FEEDING THE FAIRY SHRIMP STREPTOCEPHALUS (ANOSTRACA - CRUSTACEA) WITH THE ROTIFER ANURAEOPSIS. Hydrobiologia 308:29-33.	Streptocephalus torvicornis (Waga 1842)	Anuraeopsis fissa Gosse 1851	Individuals per milliliter
1698	39998	Dierckens K. R. S. S. S. Sarma J. Mertens and H. J. Dumont. 1995. FEEDING THE FAIRY SHRIMP STREPTOCEPHALUS (ANOSTRACA - CRUSTACEA) WITH THE ROTIFER ANURAEOPSIS. Hydrobiologia 308:29-33.	Streptocephalus torvicornis (Waga 1842)	Anuraeopsis fissa Gosse 1851	Individuals per milliliter
1705	39999	Dierckens K. R. S. S. S. Sarma J. Mertens and H. J. Dumont. 1995. FEEDING THE FAIRY SHRIMP STREPTOCEPHALUS (ANOSTRACA - CRUSTACEA) WITH THE ROTIFER ANURAEOPSIS. Hydrobiologia 308:29-33.	Streptocephalus torvicornis (Waga 1842)	Anuraeopsis fissa Gosse 1851	Individuals per milliliter
1706	39999	Dierckens K. R. S. S. S. Sarma J. Mertens and H. J. Dumont. 1995. FEEDING THE FAIRY SHRIMP STREPTOCEPHALUS (ANOSTRACA - CRUSTACEA) WITH THE ROTIFER ANURAEOPSIS. Hydrobiologia 308:29-33.	Streptocephalus torvicornis (Waga 1842)	Anuraeopsis fissa Gosse 1851	Individuals per milliliter
1713	40000	Dierckens K. R. S. S. S. Sarma J. Mertens and H. J. Dumont. 1995. FEEDING THE FAIRY SHRIMP STREPTOCEPHALUS (ANOSTRACA - CRUSTACEA) WITH THE ROTIFER ANURAEOPSIS. Hydrobiologia 308:29-33.	Streptocephalus torvicornis (Waga 1842)	Anuraeopsis fissa Gosse 1851	Individuals per milliliter
1714	40000	Dierckens K. R. S. S. S. Sarma J. Mertens and H. J. Dumont. 1995. FEEDING THE FAIRY SHRIMP STREPTOCEPHALUS (ANOSTRACA - CRUSTACEA) WITH THE ROTIFER ANURAEOPSIS. Hydrobiologia 308:29-33.	Streptocephalus torvicornis (Waga 1842)	Anuraeopsis fissa Gosse 1851	Individuals per milliliter
1721	40001	Dierckens K. R. S. S. S. Sarma J. Mertens and H. J. Dumont. 1995. FEEDING THE FAIRY SHRIMP STREPTOCEPHALUS (ANOSTRACA - CRUSTACEA) WITH THE ROTIFER ANURAEOPSIS. Hydrobiologia 308:29-33.	Streptocephalus torvicornis (Waga 1842)	Anuraeopsis fissa Gosse 1851	Individuals per milliliter
1722	40001	Dierckens K. R. S. S. S. Sarma J. Mertens and H. J. Dumont. 1995. FEEDING THE FAIRY SHRIMP STREPTOCEPHALUS (ANOSTRACA - CRUSTACEA) WITH THE ROTIFER ANURAEOPSIS. Hydrobiologia 308:29-33.	Streptocephalus torvicornis (Waga 1842)	Anuraeopsis fissa Gosse 1851	Individuals per milliliter
1729	40002	Iribarne O. D. Armstrong and M. Fernandez. 1995. ENVIRONMENTAL-IMPACT OF INTERTIDAL JUVENILE DUNGENESS CRAB HABITAT ENHANCEMENT - EFFECTS ON BIVALVES AND CRAB FORAGING RATE. Journal of Experimental Marine Biology and Ecology 192:173-194.	Metacarcinus magister (Dana 1852)	Macoma balthica (Linnaeus 1758)	Individuals per arena
1730	40002	Iribarne O. D. Armstrong and M. Fernandez. 1995. ENVIRONMENTAL-IMPACT OF INTERTIDAL JUVENILE DUNGENESS CRAB HABITAT ENHANCEMENT - EFFECTS ON BIVALVES AND CRAB FORAGING RATE. Journal of Experimental Marine Biology and Ecology 192:173-194.	Metacarcinus magister (Dana 1852)	Macoma balthica (Linnaeus 1758)	Individuals per arena
1736	40003	Iribarne O. D. Armstrong and M. Fernandez. 1995. ENVIRONMENTAL-IMPACT OF INTERTIDAL JUVENILE DUNGENESS CRAB HABITAT ENHANCEMENT - EFFECTS ON BIVALVES AND CRAB FORAGING RATE. Journal of Experimental Marine Biology and Ecology 192:173-194.	Metacarcinus magister (Dana 1852)	Macoma balthica (Linnaeus 1758)	Individuals per arena
1737	40003	Iribarne O. D. Armstrong and M. Fernandez. 1995. ENVIRONMENTAL-IMPACT OF INTERTIDAL JUVENILE DUNGENESS CRAB HABITAT ENHANCEMENT - EFFECTS ON BIVALVES AND CRAB FORAGING RATE. Journal of Experimental Marine Biology and Ecology 192:173-194.	Metacarcinus magister (Dana 1852)	Macoma balthica (Linnaeus 1758)	Individuals per arena
1743	40004	Krishnaraj R. and G. Pritchard. 1995. THE INFLUENCE OF LARVAL SIZE TEMPERATURE AND COMPONENTS OF THE FUNCTIONAL-RESPONSE TO PREY DENSITY ON GROWTH-RATES OF THE DRAGONFLIES LESTES DISJUNCTUS AND COENAGRION RESOLUTUM (INSECTA ODONATA). Canadian Journal of Zoology-Revue Canadienne De Zoologie 73:1672-1680.	Coenagrion resolutum (Hagen in Selys 1876)	Daphnia magna Straus 1820	Individuals per arena
1744	40004	Krishnaraj R. and G. Pritchard. 1995. THE INFLUENCE OF LARVAL SIZE TEMPERATURE AND COMPONENTS OF THE FUNCTIONAL-RESPONSE TO PREY DENSITY ON GROWTH-RATES OF THE DRAGONFLIES LESTES DISJUNCTUS AND COENAGRION RESOLUTUM (INSECTA ODONATA). Canadian Journal of Zoology-Revue Canadienne De Zoologie 73:1672-1680.	Coenagrion resolutum (Hagen in Selys 1876)	Daphnia magna Straus 1820	Individuals per arena
1755	40005	Krishnaraj R. and G. Pritchard. 1995. THE INFLUENCE OF LARVAL SIZE TEMPERATURE AND COMPONENTS OF THE FUNCTIONAL-RESPONSE TO PREY DENSITY ON GROWTH-RATES OF THE DRAGONFLIES LESTES DISJUNCTUS AND COENAGRION RESOLUTUM (INSECTA ODONATA). Canadian Journal of Zoology-Revue Canadienne De Zoologie 73:1672-1680.	Lestes disjunctus Selys 1862	Daphnia magna Straus 1820	Individuals per arena
1756	40005	Krishnaraj R. and G. Pritchard. 1995. THE INFLUENCE OF LARVAL SIZE TEMPERATURE AND COMPONENTS OF THE FUNCTIONAL-RESPONSE TO PREY DENSITY ON GROWTH-RATES OF THE DRAGONFLIES LESTES DISJUNCTUS AND COENAGRION RESOLUTUM (INSECTA ODONATA). Canadian Journal of Zoology-Revue Canadienne De Zoologie 73:1672-1680.	Lestes disjunctus Selys 1862	Daphnia magna Straus 1820	Individuals per arena
1767	40006	Krishnaraj R. and G. Pritchard. 1995. THE INFLUENCE OF LARVAL SIZE TEMPERATURE AND COMPONENTS OF THE FUNCTIONAL-RESPONSE TO PREY DENSITY ON GROWTH-RATES OF THE DRAGONFLIES LESTES DISJUNCTUS AND COENAGRION RESOLUTUM (INSECTA ODONATA). Canadian Journal of Zoology-Revue Canadienne De Zoologie 73:1672-1680.	Coenagrion resolutum (Hagen in Selys 1876)	Daphnia magna Straus 1820	Individuals per arena
1768	40006	Krishnaraj R. and G. Pritchard. 1995. THE INFLUENCE OF LARVAL SIZE TEMPERATURE AND COMPONENTS OF THE FUNCTIONAL-RESPONSE TO PREY DENSITY ON GROWTH-RATES OF THE DRAGONFLIES LESTES DISJUNCTUS AND COENAGRION RESOLUTUM (INSECTA ODONATA). Canadian Journal of Zoology-Revue Canadienne De Zoologie 73:1672-1680.	Coenagrion resolutum (Hagen in Selys 1876)	Daphnia magna Straus 1820	Individuals per arena
1779	40007	Krishnaraj R. and G. Pritchard. 1995. THE INFLUENCE OF LARVAL SIZE TEMPERATURE AND COMPONENTS OF THE FUNCTIONAL-RESPONSE TO PREY DENSITY ON GROWTH-RATES OF THE DRAGONFLIES LESTES DISJUNCTUS AND COENAGRION RESOLUTUM (INSECTA ODONATA). Canadian Journal of Zoology-Revue Canadienne De Zoologie 73:1672-1680.	Lestes disjunctus Selys 1862	Daphnia magna Straus 1820	Individuals per arena
1780	40007	Krishnaraj R. and G. Pritchard. 1995. THE INFLUENCE OF LARVAL SIZE TEMPERATURE AND COMPONENTS OF THE FUNCTIONAL-RESPONSE TO PREY DENSITY ON GROWTH-RATES OF THE DRAGONFLIES LESTES DISJUNCTUS AND COENAGRION RESOLUTUM (INSECTA ODONATA). Canadian Journal of Zoology-Revue Canadienne De Zoologie 73:1672-1680.	Lestes disjunctus Selys 1862	Daphnia magna Straus 1820	Individuals per arena
1791	40008	Krishnaraj R. and G. Pritchard. 1995. THE INFLUENCE OF LARVAL SIZE TEMPERATURE AND COMPONENTS OF THE FUNCTIONAL-RESPONSE TO PREY DENSITY ON GROWTH-RATES OF THE DRAGONFLIES LESTES DISJUNCTUS AND COENAGRION RESOLUTUM (INSECTA ODONATA). Canadian Journal of Zoology-Revue Canadienne De Zoologie 73:1672-1680.	Coenagrion resolutum (Hagen in Selys 1876)	Daphnia magna Straus 1820	Individuals per arena
1792	40008	Krishnaraj R. and G. Pritchard. 1995. THE INFLUENCE OF LARVAL SIZE TEMPERATURE AND COMPONENTS OF THE FUNCTIONAL-RESPONSE TO PREY DENSITY ON GROWTH-RATES OF THE DRAGONFLIES LESTES DISJUNCTUS AND COENAGRION RESOLUTUM (INSECTA ODONATA). Canadian Journal of Zoology-Revue Canadienne De Zoologie 73:1672-1680.	Coenagrion resolutum (Hagen in Selys 1876)	Daphnia magna Straus 1820	Individuals per arena
1799	40009	Krishnaraj R. and G. Pritchard. 1995. THE INFLUENCE OF LARVAL SIZE TEMPERATURE AND COMPONENTS OF THE FUNCTIONAL-RESPONSE TO PREY DENSITY ON GROWTH-RATES OF THE DRAGONFLIES LESTES DISJUNCTUS AND COENAGRION RESOLUTUM (INSECTA ODONATA). Canadian Journal of Zoology-Revue Canadienne De Zoologie 73:1672-1680.	Lestes disjunctus Selys 1862	Daphnia magna Straus 1820	Individuals per arena
1800	40009	Krishnaraj R. and G. Pritchard. 1995. THE INFLUENCE OF LARVAL SIZE TEMPERATURE AND COMPONENTS OF THE FUNCTIONAL-RESPONSE TO PREY DENSITY ON GROWTH-RATES OF THE DRAGONFLIES LESTES DISJUNCTUS AND COENAGRION RESOLUTUM (INSECTA ODONATA). Canadian Journal of Zoology-Revue Canadienne De Zoologie 73:1672-1680.	Lestes disjunctus Selys 1862	Daphnia magna Straus 1820	Individuals per arena
1811	40010	Nielsen A. M. N. T. Eriksen J. J. L. Iversen and H. U. Riisgard. 1995. FEEDING GROWTH AND RESPIRATION IN THE POLYCHAETES NEREIS-DIVERSICOLOR (FACULTATIVE FILTER-FEEDER) AND N-VIRENS (OMNIVOROUS) - A COMPARATIVE-STUDY. Marine Ecology-Progress Series 125:149-158.	Nereis diversicolor ????	Rhodomonas spp.	Individuals per milliliter
1812	40010	Nielsen A. M. N. T. Eriksen J. J. L. Iversen and H. U. Riisgard. 1995. FEEDING GROWTH AND RESPIRATION IN THE POLYCHAETES NEREIS-DIVERSICOLOR (FACULTATIVE FILTER-FEEDER) AND N-VIRENS (OMNIVOROUS) - A COMPARATIVE-STUDY. Marine Ecology-Progress Series 125:149-158.	Nereis diversicolor ????	Rhodomonas spp.	Individuals per milliliter
1817	40011	Rohner C. J. N. M. Smith J. Stroman M. Joyce F. I. Doyle and R. Boonstra. 1995. NORTHERN HAWK-OWLS IN THE NEARCTIC BOREAL FOREST - PREY SELECTION AND POPULATION CONSEQUENCES OF MULTIPLE PREY CYCLES. Condor 97:208-220.	Surnia ulula (Linnaeus 1758)	Microtus spp.	Individuals per 1 ha
1818	40011	Rohner C. J. N. M. Smith J. Stroman M. Joyce F. I. Doyle and R. Boonstra. 1995. NORTHERN HAWK-OWLS IN THE NEARCTIC BOREAL FOREST - PREY SELECTION AND POPULATION CONSEQUENCES OF MULTIPLE PREY CYCLES. Condor 97:208-220.	Surnia ulula (Linnaeus 1758)	Microtus spp.	Individuals per 1 ha
1822	40012	Rohner C. J. N. M. Smith J. Stroman M. Joyce F. I. Doyle and R. Boonstra. 1995. NORTHERN HAWK-OWLS IN THE NEARCTIC BOREAL FOREST - PREY SELECTION AND POPULATION CONSEQUENCES OF MULTIPLE PREY CYCLES. Condor 97:208-220.	Surnia ulula (Linnaeus 1758)	Lepus americanus Erxleben 1777	Individuals per 1 ha
1823	40012	Rohner C. J. N. M. Smith J. Stroman M. Joyce F. I. Doyle and R. Boonstra. 1995. NORTHERN HAWK-OWLS IN THE NEARCTIC BOREAL FOREST - PREY SELECTION AND POPULATION CONSEQUENCES OF MULTIPLE PREY CYCLES. Condor 97:208-220.	Surnia ulula (Linnaeus 1758)	Lepus americanus Erxleben 1777	Individuals per 1 ha
1826	40013	Shipley L. A. and D. E. Spalinger. 1995. INFLUENCE OF SIZE AND DENSITY OF BROWSE PATCHES ON INTAKE RATES AND FORAGING DECISIONS OF YOUNG MOOSE AND WHITE-TAILED DEER. Oecologia 104:112-121.	Alces alces Gray 1821	Acer rubrum Linnaeus	Individuals per square meter
1827	40013	Shipley L. A. and D. E. Spalinger. 1995. INFLUENCE OF SIZE AND DENSITY OF BROWSE PATCHES ON INTAKE RATES AND FORAGING DECISIONS OF YOUNG MOOSE AND WHITE-TAILED DEER. Oecologia 104:112-121.	Alces alces Gray 1821	Acer rubrum Linnaeus	Individuals per square meter
1834	40014	Shipley L. A. and D. E. Spalinger. 1995. INFLUENCE OF SIZE AND DENSITY OF BROWSE PATCHES ON INTAKE RATES AND FORAGING DECISIONS OF YOUNG MOOSE AND WHITE-TAILED DEER. Oecologia 104:112-121.	Alces alces Gray 1821	Acer rubrum Linnaeus	Individuals per square meter
1835	40014	Shipley L. A. and D. E. Spalinger. 1995. INFLUENCE OF SIZE AND DENSITY OF BROWSE PATCHES ON INTAKE RATES AND FORAGING DECISIONS OF YOUNG MOOSE AND WHITE-TAILED DEER. Oecologia 104:112-121.	Alces alces Gray 1821	Acer rubrum Linnaeus	Individuals per square meter
